name,link,cuisine,rating,address,from,tel,coordinate,description
3624. The Mustard Incident,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7989676-Reviews-The_Mustard_Incident-Singapore.html,"American, Bar",4,"83 Club Street, Singapore 069451 Singapore","Outram,0.2 km from Chinatown",+65 8695 2747,"1.281835,103.845757","DetailsPRICE RANGES$18 - S$39CUISINESAmerican, Bar, Pub, Diner, HawaiianMealsDinner, After-hours, DrinksView all detailsfeatures, about"
3625. Ob Woon Thai Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15703440-Reviews-Ob_Woon_Thai_Restaurant-Singapore.html,5 reviews,4.5,"445 Bedok North Street 1 #01-07 Djitsun Mall Bedok, Singapore 469661 Singapore",4.3 km from East Coast Park,,"1.326180,103.929588",Food and ambienceEnhance this page - Upload photos!Add a photo
O'maJ,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5929137-Reviews-O_maJ-Singapore.html,"Steakhouse, International",4.5,"273 Thomson Road Novena Gardens 01-06 Novena Gardens, Singapore 307644 Singapore","Bishan,5.2 km from Singapore Botanic Gardens",+65 8261 3992,"1.352009,103.835289","DetailsPRICE RANGES$35 - S$209CUISINESSteakhouse, International, Fusion, AsianMealsDrinks, Lunch, DinnerView all detailsfeatures, about"
3626. Fukuya Japanese Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13455346-Reviews-Fukuya_Japanese_Restaurant-Singapore.html,Japanese,4.5,"10 Bukit Chermin Road Level 1 Keppel Club, Singapore 109918 Singapore","Bukit Merah,1.4 km from Singapore Cable Car",+65 6897 1990,"1.267295,103.807457",DetailsPRICE RANGES$13 - S$49CUISINESJapaneseView all details
3627. Fish & Co.,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1089343-Reviews-Fish_Co-Singapore.html,Seafood,3.5,"53 Ang Mo Kio Avenue 3 #02-03 Amk Hub, Singapore 569933 Singapore",Ang Mo Kio,+65 6555 6298,"1.369410,103.848412","DetailsCUISINESSeafoodMealsDinner, Lunch, BrunchFEATURESReservations, Seating, Table ServiceView all detailsfeatures"
3628. Pasta Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17334793-Reviews-Pasta_Bar-Singapore.html,"Italian, European",3.5,"55 Keong Saik Road, Singapore 089158 Singapore",0.3 km from Chinatown,,"1.280823,103.841743","DetailsCUISINESItalian, EuropeanFEATURESReservations, Table ServiceView all details"
3629. Indline,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9598224-Reviews-Indline-Singapore.html,"Indian, Asian",3.5,"28 Keong Saik Road, Singapore 089135 Singapore","Outram,0.4 km from Chinatown",+65 6221 3280,"1.280340,103.841660","Food and ambienceIndian, Asian, Vegetarian FriendlyGreat selection of vegetarian curries and cooked really well.Note Aussies: pappadums and rice don’t automatically come with meals as we ar...A must-try is the Tuesday set lunch with mutton curry or Monday with butter c..."
3630. Spice Box @ Little India,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7214924-Reviews-Spice_Box_Little_India-Singapore.html,"Indian, Thai",4.5,"90 Race Course Road Kerbau Rd, Singapore 218577 Singapore","Little India,0.4 km from Little India",,"1.308950,103.851692","DetailsCUISINESIndian, ThaiView all details"
MONTI,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11829379-Reviews-MONTI-Singapore.html,Italian,4.5,"82 Collyer Quay The Fullerton Pavilion Monti At The Fullerton Pavilion, Singapore 049327 Singapore","Central Area/City Area,0.5 km from Marina Bay",+65 6535 0724,"1.284633,103.854050","Food and ambienceItalian, Vegetarian Friendly, Vegan Options, Gluten Free OptionsLOVE the scallops starters, miso cod fish, squid ink tonnarelli and risotto.Most wonderful pork and serviceSpecial Occasion Dining, Romantic, View, Groups, Bar SceneGreat Business Lunch VenueLovely business lunch"
City Hot Pot,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19126287-Reviews-City_Hot_Pot-Singapore.html,"Chinese, Seafood",5,"7 Wallich Street Tanjong Pagar Centre #B1-04/05, Guoco Tower, Singapore 078884 Singapore",0.7 km from Chinatown,+65 6721 9501,"1.277070,103.845787","DetailsPRICE RANGES$20 - S$30CUISINESChinese, Seafood, Asian, Soups, SingaporeanMealsLunch, DinnerView all detailsfeatures, about"
3631. North South East West,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12234779-Reviews-North_South_East_West-Singapore.html,Chinese,4,"200 Tanjong Katong Road Corner of Wareham Road and Tanjong Katong Road, Singapore 436998 Singapore","Marine Parade,1.3 km from East Coast Park",+65 8100 0049,"1.307740,103.894989","DetailsCUISINESChineseMealsDinner, LunchFEATURESSeatingView all details"
3632. Kebab Station,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14195662-Reviews-Kebab_Station-Singapore.html,Turkish,4,"East Coast Park Service Rd Parkland Green, Singapore 449875 Singapore","Marine Parade,5.1 km from Singapore Flyer",+65 8714 3515,"1.299937,103.907684",DetailsCUISINESTurkishView all details
3633. Herbal Oasis,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7283094-Reviews-Herbal_Oasis-Singapore.html,"Chinese, Soups",5,"27A Neil Road, Singapore 088817 Singapore","Outram,0.3 km from Chinatown",+65 6221 8798,"1.279930,103.843239","DetailsPRICE RANGES$3 - S$20CUISINESChinese, SoupsMealsLunch, DinnerView all detailsfeatures, about"
3634. Miss Kefir,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10728982-Reviews-Miss_Kefir-Singapore.html,"Cafe, Healthy",5,"308 Telok Kurau Road Vibes @ East Coast #01-06 Vibes@East Coast, Singapore 423858 Singapore","Joo Chiat,1.6 km from East Coast Park",+65 9726 8398,"1.309804,103.911728","DetailsPRICE RANGES$2 - S$5CUISINESCafe, HealthyMealsBreakfast, Lunch, DinnerView all detailsfeatures, about"
3635. Pasta E Formaggio,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15022165-Reviews-Pasta_E_Formaggio-Singapore.html,Italian,4.5,"138 Robinson Road Oxley Tower Oxley Tower #01-08, Singapore 068906 Singapore","Cecil,0.6 km from Marina Bay",+65 8114 5984,"1.278690,103.848373","DetailsCUISINESItalianMealsLunch, Dinner, DrinksFEATURESReservations, Delivery, Takeout, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit CardsView all detailsabout"
Waterfall Ristorante Italiano,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3952172-Reviews-Waterfall_Ristorante_Italiano-Singapore.html,"Italian, Mediterranean",4.5,"22 Orange Grove Road Shangri-La Hotel Garden Wing, Shangri-La Hotel, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311490,103.826447","Food and ambienceItalian, Mediterranean, European, Healthy, Vegetarian FriendlyExcellent seafood spaghetti with generous amounts of clams, mussels and prawns.We ordered caesar salad and the seafood stew (half a lobster, scallops, clams...Special Occasion Dining, Romantic, Groups, Business meetingsA nice birthday treatGreat ambience for a quiet or romantic dinner!"
3636. Julaiha Muslim Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5791792-Reviews-Julaiha_Muslim_Restaurant-Singapore.html,Asian,4,"538 Macpherson Road, Singapore 368222 Singapore",Macpherson,+65 6743 2773,"1.332370,103.884598","DetailsCUISINESAsianSpecial DietsHalalMealsBreakfast, Lunch, DinnerView all detailsmeals, features"
3637. McDonald's,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425044-Reviews-McDonald_s-Singapore.html,Fast food,4.5,"22 Boon Keng Road Bendemeer Ville #01-01, Singapore 330022 Singapore","Kallang,1.8 km from Little India",+65 6298 2250,"1.318370,103.861237",DetailsCUISINESFast foodView all details
3638. Le Quinze Vins,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12692687-Reviews-Le_Quinze_Vins-Singapore.html,"Italian, French",4,"29 Boon Tat Street, Singapore 069624 Singapore","Outram,0.6 km from Marina Bay",+65 6222 8266,"1.281280,103.848671","DetailsCUISINESItalian, French, Wine BarFEATURESReservations, SeatingView all details"
3639. Poulet,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4452490-Reviews-Poulet-Singapore.html,"French, European",3.5,"3 Gateway Drive Westgate #01-07 Westgate, Singapore 608532 Singapore",Jurong East,+65 6238 0525,"1.334470,103.742699","DetailsCUISINESFrench, EuropeanMealsDinner, LunchFEATURESTakeout, Reservations, Seating, Parking Available, Accepts Mastercard, Accepts Visa, Delivery, Accepts Credit Cards, Table ServiceView all detailsfeatures, about"
3640. Tempo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11914582-Reviews-Tempo-Singapore.html,Pizza,4.5,"392 Havelock Road Grand Copthorne Waterfront Grand Copthorne, Singapore 169663 Singapore","Robertson Quay,1.3 km from Orchard Road",+65 6233 1100,"1.290249,103.835121",DetailsCUISINESPizzaView all details
Bee's Knees at The Garage,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12229759-Reviews-Bee_s_Knees_at_The_Garage-Singapore.html,"Cafe, Pizza",3.5,"50 Cluny Park Road Level 1, The Garage, Singapore Botanic Gardens, Singapore 257488 Singapore","Tanglin,1.2 km from Singapore Botanic Gardens",+65 9815 3213,"1.318944,103.815453","DetailsPRICE RANGES$10 - S$38CUISINESCafe, Pizza, International, FusionSpecial DietsVegetarian Friendly, Vegan OptionsView all detailsmeals, features, about"
3641. Xin Heng Feng Guo Tiao Tan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424903-Reviews-Xin_Heng_Feng_Guo_Tiao_Tan-Singapore.html,"7 reviews,$",4.5,"Blk 91 Whampoa Drive #01-15, Singapore 320090 Singapore","Novena,2.0 km from Little India",,"1.323430,103.854042",DetailsMealsDinnerView all details
3642. Kam Jia Zhuang Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7856580-Reviews-Kam_Jia_Zhuang_Seafood-Singapore.html,"Chinese, Seafood",4.5,"Blk 202 Ang Mo Kio Avenue 3 Ang Mo Kio View 01-1690, Singapore 560202 Singapore",Ang Mo Kio,+65 9151 6798,"1.368460,103.844513","DetailsCUISINESChinese, SeafoodView all details"
3643. Toast Box,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423721-Reviews-Toast_Box-Singapore.html,Asian,4,"101 Thomson Road United Square #01-81 United Square, Singapore 307591 Singapore","Moulmein,1.8 km from Orchard Road",+65 6253 7962,"1.316960,103.843712","DetailsCUISINESAsianMealsBreakfast, BrunchFEATURESWheelchair Accessible, ReservationsView all detailsfeatures"
3644. Gills N Shells,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9774356-Reviews-Gills_N_Shells-Singapore.html,"Bar, Seafood",4,"500 Jalan Sultan Road #01-19, Hotel Boss Hotel Boss, Singapore 199020 Singapore","Central Area/City Area,1.0 km from Little India",+65 8156 8909,"1.305710,103.860474","DetailsPRICE RANGES$10 - S$20CUISINESBar, Seafood, European, Asian, Pub, Portuguese, SingaporeanMealsBrunch, After-hours, Drinks, Lunch, DinnerView all detailsfeatures, about"
3645. Rollie Olie,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15094534-Reviews-Rollie_Olie-Singapore.html,"Japanese, Seafood",5,"3 Temasek Boulevard Suntec City Mall Suntec City mall, Singapore 038983 Singapore","Central Area/City Area,0.9 km from Singapore Flyer",+65 8188 1531,"1.296050,103.858650","DetailsCUISINESJapanese, Seafood, Sushi, Street FoodView all details"
Spring Court Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1128585-Reviews-Spring_Court_Restaurant-Singapore.html,"Chinese, Asian",4,"56 Upper Cross Street, Singapore 058348 Singapore","Outram,0.2 km from Chinatown",+65 6449 5030,"1.284632,103.844627","Food and ambienceChinese, Asian, SingaporeanLove the Peking duck!We always go for the kong ba bao and chee chong fun #SpringcourtsgSpecial Occasion Dining, Groups, Business meetingsBirthday treat for someone specialWas here for a business dinner."
3646. High Kee BBQ Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7610193-Reviews-High_Kee_BBQ_Seafood-Singapore.html,"Seafood, Barbecue",5,"1220 East Coast Parkway #1 East Coast Lagoon Food Village, Singapore 468960 Singapore","Bedok,3.7 km from East Coast Park",+65 9678 9338,"1.306917,103.935219","DetailsCUISINESSeafood, Barbecue, AsianMealsLunch, DinnerView all details"
3647. S.E.A.side Snacks,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5984041-Reviews-S_E_A_side_Snacks-Singapore.html,"14 reviews,$",4,"8 Sentosa Gateway Resorts World Sentosa Resorts World Sentosa, Singapore 098269 Singapore","Sentosa Island,1.7 km from Singapore Cable Car",,"1.255940,103.818687","DetailsMealsLunch, DinnerView all detailsabout"
3648. PappaMia,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10723869-Reviews-PappaMia-Singapore.html,"13 reviews,$$ - $$$",4,"8A Marina Boulevard #2-04 Marina Bay Financial Centre Marina Bay Link Mall, Singapore 018981 Singapore","Central,0.1 km from Marina Bay",+65 6834 4713,"1.280708,103.853882","Mentioned inHalal Eateries Around Singapore’s Marina Bay AreaBy Have Halal Will TravelDetailsMealsBreakfast, Lunch, DinnerView all details"
3649. Siam Square Mookata,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12799858-Reviews-Siam_Square_Mookata-Singapore.html,Menu,4.5,"308C Punggol Walk #01-308 Waterway Terraces I, Singapore 823308 Singapore",Punggol Town Centre,+65 8119 6664,"1.408220,103.899223",DetailsFEATURESReservationsView all details
3650. Rolling Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8666090-Reviews-Rolling_Rice-Singapore.html,"Asian, Korean",4,"6 Eu Tong Sen Street The Central B1-49, Clarke Quay Central, Singapore 059817 Singapore","Central Area/City Area,0.6 km from Boat Quay",+65 6222 0801,"1.289136,103.846802","DetailsCUISINESAsian, KoreanMealsLunch, DinnerFEATURESSeatingView all detailsfeatures"
Quentin's Eurasian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338884-Reviews-Quentin_s_Eurasian_Restaurant-Singapore.html,"Asian, Singaporean",4.5,"139 Ceylon Road Eurasian Community House Eurasian Community House, Level 1, Singapore 429744 Singapore","Geylang East,1.3 km from East Coast Park",+65 6348 0327,"1.309794,103.899445","Mentioned inA week in Singapore for the whole familyBy Visit SingaporeFood and ambienceAsian, Singaporean, Fusion... they tasted quite nice, especially the devil's curry and the prawn curry.Most of us love the oxtail Devil's curry...while the Black ink squid, Singing...... and Banana Fritters served with goodness-gratifying gula melaka ice cream."
3651. Tino's Pizza Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10340689-Reviews-Tino_s_Pizza_Cafe-Singapore.html,"Italian, Pizza",3.5,"302 Tiong Bahru Road #01-160 Tiong Bahru Plaza, Singapore 168732 Singapore","Bukit Merah,1.8 km from Chinatown",+65 6352 7759,"1.286525,103.827782","DetailsPRICE RANGES$7 - S$20CUISINESItalian, PizzaSpecial DietsVegetarian FriendlyView all detailsmeals, features"
3652. Fatburger & Buffalo's Express,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15702966-Reviews-Fatburger_Buffalo_s_Express-Singapore.html,Menu,4,"11 Tanjong Katong Rd #01-70/71/72, Singapore 437157 Singapore",2.0 km from East Coast Park,+65 6245 5563,"1.314980,103.894653","DetailsMealsLunch, DinnerView all details"
3653. Looksee Looksee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12656441-Reviews-Looksee_Looksee-Singapore.html,Cafe,5,"267 Beach Road, Singapore 199545 Singapore","Central Area/City Area,1.1 km from Little India",+65 6338 8035,"1.300690,103.860046",DetailsCUISINESCafeView all details
3654. Chop Tai Chong Kok,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2338674-Reviews-Chop_Tai_Chong_Kok-Singapore.html,"Chinese, Asian",4,"34 Sago Street, Singapore 059026 Singapore","Outram,0.1 km from Chinatown",,"1.282030,103.843910","Mentioned inIn the neighbourhood- Chinatown (7 hours)By Visit SingaporeDetailsCUISINESChinese, AsianMealsLunch, DinnerView all details"
3655. Thunderbird Bistro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8822891-Reviews-Thunderbird_Bistro-Singapore.html,"Mexican, Southwestern",4,"11 Unity Street Robertson Walk #01-10/11, Singapore 237995 Singapore","Robertson Quay,0.9 km from National Museum of Singapore",+65 6737 3774,"1.291754,103.841667","DetailsPRICE RANGES$6 - S$31CUISINESMexican, SouthwesternMealsDinner, After-hours, DrinksView all detailsfeatures, about"
The Palmary,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12378656-Reviews-The_Palmary-Singapore.html,"Fusion, European",4.5,"142 Owen Road, Singapore 218941 Singapore","Kampong Java,1.0 km from Little India",+65 6909 1431,"1.314480,103.852570","DetailsPRICE RANGES$1 - S$9CUISINESFusion, European, AsianMealsDinner, After-hours, DrinksView all detailsfeatures, about"
3656. Masizzim,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10250823-Reviews-Masizzim-Singapore.html,"Korean, Asian",3.5,"313 Orchard Road 313 @ Somerset #b3-02, Singapore 238895 Singapore","Somerset,0.0 km from Orchard Road",+65 6509 5808,"1.301509,103.838394","DetailsCUISINESKorean, AsianMealsLunch, DinnerFEATURESSeating, Table ServiceView all detailsfeatures"
3657. Mr Malabar Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14210386-Reviews-Mr_Malabar_Cafe-Singapore.html,4 reviews,5,"54 Maude Road Townshend Building, Singapore 208346 Singapore","Lavender,0.8 km from Little India",+65 8269 2575,"1.308180,103.858398","DetailsMealsBreakfast, Lunch, DinnerView all details"
3658. The Curry Culture,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14948753-Reviews-The_Curry_Culture-Singapore.html,Indian,5,"12 Farrer Park Station Road Farrer Square, Singapore 217565 Singapore","Central Area/City Area,0.8 km from Little India",+65 6282 5520,"1.312260,103.854713",DetailsCUISINESIndianView all details
3659. Big Lazy Chop,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10496588-Reviews-Big_Lazy_Chop-Singapore.html,"Chinese, Asian",4.5,"1A Short Street Campus 1a Suite 01-04, Singapore 188210 Singapore","Central Area/City Area,0.3 km from Little India",+65 6238 8443,"1.302717,103.850578","DetailsPRICE RANGES$15 - S$40CUISINESChinese, Asian, SingaporeanMealsDrinks, Lunch, DinnerView all detailsfeatures, about"
3660. Alijiang,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17627131-Reviews-Alijiang-Singapore.html,"4 reviews,$",5,"No. 1 Harbourfront Walk Vivo City No.03-11B, VivoCity, Singapore 098585 Singapore",0.9 km from Singapore Cable Car,+65 6252 4979,"1.263592,103.821259",DetailsFEATURESReservationsView all details
